run_id,condition,model,context_policy,repeat_index,question_id,question_type,judge_correct,judge_model,judge_provider,judge_error,heuristic_correct,token_f1,evidence_session_hit,recall_any@1,recall_any@3,recall_any@5,recall_all@3,recall_all@5,ndcg_any@3,ndcg_any@5,mrr,answer_semantic_similarity,gold_context_similarity,pred_context_similarity,semantic_grounding_index,semantic_metric_error,selected_session_count,total_haystack_sessions,context_words,context_chars,context_truncated,elapsed_sec,parse_error,question,gold_answer,raw_response,judge_raw_response,selected_session_ids,answer_session_ids
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,1,e47becba,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,53,2059,12024,True,2.495717080000759,,What degree did I graduate with?,Business Administration,I don't know,no,['02bd2b90_3'],['answer_280352e9']
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,1,118b2229,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,45,1859,12024,True,2.2301557819992013,,How long is my daily commute to work?,45 minutes each way,"I think I can help you with that! Since you're interested in exploring more of the singer-songwriter and Americana genres, I'd recommend checking out local music venues and festivals that feature these types of artists. You could also look into local open mic nights or songwriting circles where you might discover new talent.

Additionally, consider reaching out to local music organizations or radio stations that focus on indie-folk or Americana music. They might have recommendations for upcoming shows or events in your area.

Lastly, don't forget to keep an eye on social media and online event calendars to stay up-to-date on local concerts and festivals.",no,['a0b8b0ad_6'],['answer_40a90d51']
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,1,51a45a95,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,2,50,1978,12023,True,6.049405527999625,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,no,"['answer_d61669c7', '98c198fb']",['answer_d61669c7']
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,2,e47becba,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,53,2059,12024,True,1.9502355020013056,,What degree did I graduate with?,Business Administration,I don't know,no,['02bd2b90_3'],['answer_280352e9']
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,2,118b2229,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,45,1859,12024,True,1.7835007130015583,,How long is my daily commute to work?,45 minutes each way,"I think I can help you with that! Since you're interested in exploring more of the singer-songwriter and Americana genres, I'd recommend checking out local music venues and festivals that feature these types of artists. You could also look into attending open mic nights or songwriting workshops in your area to meet other musicians and learn about new talent.

Additionally, consider following local music blogs, social media groups, or online forums dedicated to music in your community. These can be great resources for discovering new artists, staying up-to-date on upcoming shows, and connecting with fellow music enthusiasts.

Lastly, don't forget to support local music by attending concerts and buying merchandise from your favorite artists when possible!",no,['a0b8b0ad_6'],['answer_40a90d51']
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,2,51a45a95,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,2,50,1978,12023,True,5.537740396001027,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,no,"['answer_d61669c7', '98c198fb']",['answer_d61669c7']
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,3,e47becba,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,53,2059,12024,True,1.920337538998865,,What degree did I graduate with?,Business Administration,I don't know,no,['02bd2b90_3'],['answer_280352e9']
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,3,118b2229,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,45,1859,12024,True,1.8081492880010046,,How long is my daily commute to work?,45 minutes each way,"I think I can help you with that! Since you're interested in exploring more of the singer-songwriter and Americana genres, I'd recommend checking out local music venues and festivals that feature these types of artists. You could also look into attending open mic nights or songwriting workshops in your area to meet other musicians and learn about new talent.

Additionally, consider following local music blogs, social media groups, or online forums dedicated to music in your community. These can be great resources for discovering new artists, staying up-to-date on upcoming shows, and connecting with fellow music enthusiasts.

Lastly, don't forget to support local music by attending concerts and buying merchandise from your favorite artists when possible!",no,['a0b8b0ad_6'],['answer_40a90d51']
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,3,51a45a95,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,2,50,1978,12023,True,5.393875626999943,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,no,"['answer_d61669c7', '98c198fb']",['answer_d61669c7']
2026-06-14T170047Z,gpt54_judge_frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,4,e47becba,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,53,2059,12024,True,1.9353505920007592,,What degree did I graduate with?,Business Administration,I don't know,no,['02bd2b90_3'],['answer_280352e9']
