run_id,condition,model,context_policy,repeat_index,question_id,question_type,heuristic_correct,token_f1,evidence_session_hit,selected_session_count,total_haystack_sessions,context_words,context_chars,context_truncated,elapsed_sec,parse_error,question,gold_answer,raw_response,selected_session_ids,answer_session_ids
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,1,e47becba,single-session-user,False,0.0,False,1,53,2059,12024,True,2.436780287000147,,What degree did I graduate with?,Business Administration,I don't know,['02bd2b90_3'],['answer_280352e9']
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,1,118b2229,single-session-user,False,0.0,False,1,45,1859,12024,True,1.8473040499993658,,How long is my daily commute to work?,45 minutes each way,"I think I can help you with that! Since you're interested in exploring more of the singer-songwriter and Americana genres, I'd recommend checking out local music venues that feature these types of acts. You could also look into local music festivals or events that showcase emerging artists.

Additionally, consider attending open mic nights or songwriting workshops where you can meet other musicians and learn about upcoming shows in your area. You might even discover some hidden gems or new favorite artists!",['a0b8b0ad_6'],['answer_40a90d51']
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,1,51a45a95,single-session-user,False,0.0,True,2,50,1978,12023,True,5.916227801000787,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,"['answer_d61669c7', '98c198fb']",['answer_d61669c7']
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,2,e47becba,single-session-user,False,0.0,False,1,53,2059,12024,True,1.517689521999273,,What degree did I graduate with?,Business Administration,I don't know,['02bd2b90_3'],['answer_280352e9']
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,2,118b2229,single-session-user,False,0.0,False,1,45,1859,12024,True,1.8077865880004538,,How long is my daily commute to work?,45 minutes each way,"I think I can help you with that! Since you're interested in exploring more of the singer-songwriter and Americana genres, I'd recommend checking out some local music venues that host live performances. You could also look into attending local music festivals or events that feature emerging artists.

Additionally, you might want to consider reaching out to local music organizations or community centers that support music education and performance. They often have resources and opportunities for musicians to share their work with the public.

Lastly, don't forget to keep an eye on local event calendars and social media groups dedicated to music in your area. You can also ask friends, coworkers, or fellow music enthusiasts for recommendations on where to find great live music in your community!",['a0b8b0ad_6'],['answer_40a90d51']
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,2,51a45a95,single-session-user,False,0.0,True,2,50,1978,12023,True,5.453882349000196,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,"['answer_d61669c7', '98c198fb']",['answer_d61669c7']
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,3,e47becba,single-session-user,False,0.0,False,1,53,2059,12024,True,1.5295425539989083,,What degree did I graduate with?,Business Administration,I don't know,['02bd2b90_3'],['answer_280352e9']
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,3,118b2229,single-session-user,False,0.0,False,1,45,1859,12024,True,1.7829238820013416,,How long is my daily commute to work?,45 minutes each way,"I think I can help you with that! Since you're interested in exploring more of the singer-songwriter and Americana genres, I'd recommend checking out some local music venues that host live performances. You could also look into attending local music festivals or events that feature emerging artists.

Additionally, you might want to consider reaching out to local music organizations or community centers that support music education and performance. They often have resources and opportunities for musicians to share their work with the public.

Lastly, don't forget to keep an eye on local event calendars and social media groups dedicated to music in your area. You can also ask friends, coworkers, or fellow music enthusiasts for recommendations on where to find great live music in your community!",['a0b8b0ad_6'],['answer_40a90d51']
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,3,51a45a95,single-session-user,False,0.0,True,2,50,1978,12023,True,5.364072963999206,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,"['answer_d61669c7', '98c198fb']",['answer_d61669c7']
2026-06-14T155035Z,frozen_reader_s_first3_lexical_retrieval,ollama_chat/llama3:latest,lexical_retrieval,4,e47becba,single-session-user,False,0.0,False,1,53,2059,12024,True,1.5455601390021911,,What degree did I graduate with?,Business Administration,I don't know,['02bd2b90_3'],['answer_280352e9']
