run_id,condition,model,context_policy,repeat_index,question_id,question_type,judge_correct,judge_model,judge_provider,judge_error,heuristic_correct,token_f1,evidence_session_hit,recall_any@1,recall_any@3,recall_any@5,recall_all@3,recall_all@5,ndcg_any@3,ndcg_any@5,mrr,answer_semantic_similarity,gold_context_similarity,pred_context_similarity,semantic_grounding_index,semantic_metric_error,selected_session_count,total_haystack_sessions,context_words,context_chars,context_truncated,elapsed_sec,parse_error,question,gold_answer,raw_response,judge_raw_response,selected_session_ids,answer_session_ids
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,1,gpt4_2655b836,temporal-reasoning,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,0.0,0.0,0.7653606369886217,0.7653606369886217,1.0,nan,nan,nan,nan,,2,3,138,783,False,0.45757690200116485,,What was the first issue I had with my new car after its first service?,GPS system not functioning correctly,I don't know.,no,"['answer_4be1b6b4_2', 'answer_4be1b6b4_3']","['answer_4be1b6b4_2', 'answer_4be1b6b4_3', 'answer_4be1b6b4_1']"
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,1,gpt4_2487a7cb,temporal-reasoning,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,2,2,154,988,False,0.501522078000562,,"Which event did I attend first, the 'Effective Time Management' workshop or the 'Data Analysis using Python' webinar?",'Data Analysis using Python' webinar,The 'Effective Time Management' workshop.,no,"['answer_1c6b85ea_1', 'answer_1c6b85ea_2']","['answer_1c6b85ea_1', 'answer_1c6b85ea_2']"
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,1,gpt4_76048e76,temporal-reasoning,True,gpt-5.4,codex-bridge,,True,0.6666666666666666,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,2,2,136,779,False,0.47494461499809404,,"Which vehicle did I take care of first in February, the bike or the car?",bike,The bike.,yes,"['answer_b535969f_2', 'answer_b535969f_1']","['answer_b535969f_2', 'answer_b535969f_1']"
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,2,gpt4_2655b836,temporal-reasoning,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,0.0,0.0,0.7653606369886217,0.7653606369886217,1.0,nan,nan,nan,nan,,2,3,138,783,False,0.37921660900246934,,What was the first issue I had with my new car after its first service?,GPS system not functioning correctly,I don't know.,no,"['answer_4be1b6b4_2', 'answer_4be1b6b4_3']","['answer_4be1b6b4_2', 'answer_4be1b6b4_3', 'answer_4be1b6b4_1']"
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,2,gpt4_2487a7cb,temporal-reasoning,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,2,2,154,988,False,0.46823272399706184,,"Which event did I attend first, the 'Effective Time Management' workshop or the 'Data Analysis using Python' webinar?",'Data Analysis using Python' webinar,I attended the 'Effective Time Management' workshop first.,no,"['answer_1c6b85ea_1', 'answer_1c6b85ea_2']","['answer_1c6b85ea_1', 'answer_1c6b85ea_2']"
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,2,gpt4_76048e76,temporal-reasoning,True,gpt-5.4,codex-bridge,,True,0.6666666666666666,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,2,2,136,779,False,0.367910547000065,,"Which vehicle did I take care of first in February, the bike or the car?",bike,The bike.,yes,"['answer_b535969f_2', 'answer_b535969f_1']","['answer_b535969f_2', 'answer_b535969f_1']"
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,3,gpt4_2655b836,temporal-reasoning,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,0.0,0.0,0.7653606369886217,0.7653606369886217,1.0,nan,nan,nan,nan,,2,3,138,783,False,0.4111096659980831,,What was the first issue I had with my new car after its first service?,GPS system not functioning correctly,I don't know.,no,"['answer_4be1b6b4_2', 'answer_4be1b6b4_3']","['answer_4be1b6b4_2', 'answer_4be1b6b4_3', 'answer_4be1b6b4_1']"
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,3,gpt4_2487a7cb,temporal-reasoning,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,2,2,154,988,False,0.43249219299832475,,"Which event did I attend first, the 'Effective Time Management' workshop or the 'Data Analysis using Python' webinar?",'Data Analysis using Python' webinar,I attended the 'Effective Time Management' workshop first.,no,"['answer_1c6b85ea_1', 'answer_1c6b85ea_2']","['answer_1c6b85ea_1', 'answer_1c6b85ea_2']"
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,3,gpt4_76048e76,temporal-reasoning,True,gpt-5.4,codex-bridge,,True,0.6666666666666666,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,2,2,136,779,False,0.36476998400030425,,"Which vehicle did I take care of first in February, the bike or the car?",bike,The bike.,yes,"['answer_b535969f_2', 'answer_b535969f_1']","['answer_b535969f_2', 'answer_b535969f_1']"
2026-06-14T165810Z,gpt54_judge_marked_answer_turns_5run_slice,ollama_chat/llama3:latest,marked_answer_turns,4,gpt4_2655b836,temporal-reasoning,False,gpt-5.4,codex-bridge,,False,0.0,True,1.0,1.0,1.0,0.0,0.0,0.7653606369886217,0.7653606369886217,1.0,nan,nan,nan,nan,,2,3,138,783,False,0.4412930460021016,,What was the first issue I had with my new car after its first service?,GPS system not functioning correctly,I don't know.,no,"['answer_4be1b6b4_2', 'answer_4be1b6b4_3']","['answer_4be1b6b4_2', 'answer_4be1b6b4_3', 'answer_4be1b6b4_1']"
