run_id,condition,model,context_policy,repeat_index,question_id,question_type,heuristic_correct,token_f1,evidence_session_hit,selected_session_count,total_haystack_sessions,context_words,context_chars,context_truncated,elapsed_sec,parse_error,question,gold_answer,raw_response,selected_session_ids,answer_session_ids
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,1,e47becba,single-session-user,False,0.0,True,1,53,1881,12024,True,3.6607412510020367,,What degree did I graduate with?,Business Administration,I don't know.,['answer_280352e9'],['answer_280352e9']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,1,118b2229,single-session-user,False,0.0,True,1,45,1927,12024,True,1.065020492002077,,How long is my daily commute to work?,45 minutes each way,I don't know.,['answer_40a90d51'],['answer_40a90d51']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,1,51a45a95,single-session-user,False,0.0,True,1,50,1842,11195,False,0.9373061259975657,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know.,['answer_d61669c7'],['answer_d61669c7']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,2,e47becba,single-session-user,False,0.0,True,1,53,1881,12024,True,0.5636896159994649,,What degree did I graduate with?,Business Administration,I don't know.,['answer_280352e9'],['answer_280352e9']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,2,118b2229,single-session-user,False,0.0,True,1,45,1927,12024,True,4.513331591002498,,How long is my daily commute to work?,45 minutes each way,I don't know.,['answer_40a90d51'],['answer_40a90d51']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,2,51a45a95,single-session-user,False,0.0,True,1,50,1842,11195,False,0.6562425910015008,,Where did I redeem a $5 coupon on coffee creamer?,Target,I redeemed a $5 coupon on coffee creamer last Sunday.,['answer_d61669c7'],['answer_d61669c7']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,3,e47becba,single-session-user,False,0.0,True,1,53,1881,12024,True,0.6069319089983765,,What degree did I graduate with?,Business Administration,I don't know.,['answer_280352e9'],['answer_280352e9']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,3,118b2229,single-session-user,False,0.0,True,1,45,1927,12024,True,4.447585801000969,,How long is my daily commute to work?,45 minutes each way,I don't know.,['answer_40a90d51'],['answer_40a90d51']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,3,51a45a95,single-session-user,False,0.0,True,1,50,1842,11195,False,0.6635580170004687,,Where did I redeem a $5 coupon on coffee creamer?,Target,I redeemed a $5 coupon on coffee creamer last Sunday.,['answer_d61669c7'],['answer_d61669c7']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,4,e47becba,single-session-user,False,0.0,True,1,53,1881,12024,True,0.628835313997115,,What degree did I graduate with?,Business Administration,I don't know.,['answer_280352e9'],['answer_280352e9']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,4,118b2229,single-session-user,False,0.0,True,1,45,1927,12024,True,4.738621827997122,,How long is my daily commute to work?,45 minutes each way,I don't know.,['answer_40a90d51'],['answer_40a90d51']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,4,51a45a95,single-session-user,False,0.0,True,1,50,1842,11195,False,0.6463796099997126,,Where did I redeem a $5 coupon on coffee creamer?,Target,I redeemed a $5 coupon on coffee creamer last Sunday.,['answer_d61669c7'],['answer_d61669c7']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,5,e47becba,single-session-user,False,0.0,True,1,53,1881,12024,True,0.5735713569993095,,What degree did I graduate with?,Business Administration,I don't know.,['answer_280352e9'],['answer_280352e9']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,5,118b2229,single-session-user,False,0.0,True,1,45,1927,12024,True,4.638383546000114,,How long is my daily commute to work?,45 minutes each way,I don't know.,['answer_40a90d51'],['answer_40a90d51']
2026-06-14T155000Z,frozen_reader_s_first3_answer_sessions,ollama_chat/llama3:latest,answer_sessions,5,51a45a95,single-session-user,False,0.0,True,1,50,1842,11195,False,0.6301222629990662,,Where did I redeem a $5 coupon on coffee creamer?,Target,I redeemed a $5 coupon on coffee creamer last Sunday.,['answer_d61669c7'],['answer_d61669c7']
