run_id,condition,model,context_policy,repeat_index,question_id,question_type,heuristic_correct,token_f1,evidence_session_hit,selected_session_count,total_haystack_sessions,context_words,context_chars,context_truncated,elapsed_sec,parse_error,question,gold_answer,raw_response,selected_session_ids,answer_session_ids
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,1,e47becba,single-session-user,False,0.0,False,2,53,2011,12024,True,6.6022036540016416,,What degree did I graduate with?,Business Administration,I don't know,"['sharegpt_yywfIrx_0', '85a1be56_1']",['answer_280352e9']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,1,118b2229,single-session-user,False,0.0,False,1,45,1904,12024,True,2.7810791049996624,,How long is my daily commute to work?,45 minutes each way,I don't know. The question doesn't seem related to the context about taking care of leather boots or discussing insoles for running shoes.,['db73b7e4_4'],['answer_40a90d51']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,1,51a45a95,single-session-user,False,0.0,False,4,50,1904,12024,True,6.479442200001358,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,"['sharegpt_9MbC1u2_0', 'ultrachat_122409', 'ultrachat_174711', '4679a05c']",['answer_d61669c7']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,2,e47becba,single-session-user,False,0.0,False,2,53,2011,12024,True,5.421075652000582,,What degree did I graduate with?,Business Administration,I don't know,"['sharegpt_yywfIrx_0', '85a1be56_1']",['answer_280352e9']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,2,118b2229,single-session-user,False,0.0,False,1,45,1904,12024,True,1.1383022970003367,,How long is my daily commute to work?,45 minutes each way,"I don't know.

Your daily commute to work is not mentioned in the context provided. The conversation only discusses leather boot care and waterproofing sprays, as well as running shoes and insoles. To provide an accurate answer, I would need more information about your daily commute, such as the distance or mode of transportation.",['db73b7e4_4'],['answer_40a90d51']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,2,51a45a95,single-session-user,False,0.0,False,4,50,1904,12024,True,5.439602937000018,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,"['sharegpt_9MbC1u2_0', 'ultrachat_122409', 'ultrachat_174711', '4679a05c']",['answer_d61669c7']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,3,e47becba,single-session-user,False,0.0,False,2,53,2011,12024,True,5.402691882998624,,What degree did I graduate with?,Business Administration,I don't know,"['sharegpt_yywfIrx_0', '85a1be56_1']",['answer_280352e9']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,3,118b2229,single-session-user,False,0.0,False,1,45,1904,12024,True,1.1413301040010992,,How long is my daily commute to work?,45 minutes each way,"I don't know.

Your daily commute to work is not mentioned in the context provided. The conversation only discusses leather boot care and waterproofing sprays, as well as running shoes and insoles. To provide an accurate answer, I would need more information about your daily commute, such as the distance or mode of transportation.",['db73b7e4_4'],['answer_40a90d51']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,3,51a45a95,single-session-user,False,0.0,False,4,50,1904,12024,True,5.4257284160012205,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,"['sharegpt_9MbC1u2_0', 'ultrachat_122409', 'ultrachat_174711', '4679a05c']",['answer_d61669c7']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,4,e47becba,single-session-user,False,0.0,False,2,53,2011,12024,True,5.4480999750012415,,What degree did I graduate with?,Business Administration,I don't know,"['sharegpt_yywfIrx_0', '85a1be56_1']",['answer_280352e9']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,4,118b2229,single-session-user,False,0.0,False,1,45,1904,12024,True,1.1002923809974163,,How long is my daily commute to work?,45 minutes each way,"I don't know.

Your daily commute to work is not mentioned in the context provided. The conversation only discusses leather boot care and waterproofing sprays, as well as running shoes and insoles. To provide an accurate answer, I would need more information about your daily commute, such as the distance or mode of transportation.",['db73b7e4_4'],['answer_40a90d51']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,4,51a45a95,single-session-user,False,0.0,False,4,50,1904,12024,True,5.426122979002685,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,"['sharegpt_9MbC1u2_0', 'ultrachat_122409', 'ultrachat_174711', '4679a05c']",['answer_d61669c7']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,5,e47becba,single-session-user,False,0.0,False,2,53,2011,12024,True,5.450322266999137,,What degree did I graduate with?,Business Administration,I don't know,"['sharegpt_yywfIrx_0', '85a1be56_1']",['answer_280352e9']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,5,118b2229,single-session-user,False,0.0,False,1,45,1904,12024,True,1.1164185800007544,,How long is my daily commute to work?,45 minutes each way,"I don't know.

Your daily commute to work is not mentioned in the context provided. The conversation only discusses leather boot care and waterproofing sprays, as well as running shoes and insoles. To provide an accurate answer, I would need more information about your daily commute, such as the distance or mode of transportation.",['db73b7e4_4'],['answer_40a90d51']
2026-06-14T155254Z,frozen_reader_s_first3_all,ollama_chat/llama3:latest,all,5,51a45a95,single-session-user,False,0.0,False,4,50,1904,12024,True,5.305011144999298,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,"['sharegpt_9MbC1u2_0', 'ultrachat_122409', 'ultrachat_174711', '4679a05c']",['answer_d61669c7']
