run_id,condition,model,reader,context_format,context_policy,repeat_index,question_id,question_type,judge_correct,judge_model,judge_provider,judge_error,heuristic_correct,token_f1,evidence_session_hit,recall_any@1,recall_any@3,recall_any@5,recall_all@3,recall_all@5,ndcg_any@3,ndcg_any@5,mrr,answer_semantic_similarity,gold_context_similarity,pred_context_similarity,semantic_grounding_index,semantic_metric_error,selected_session_count,total_haystack_sessions,context_words,context_chars,context_truncated,elapsed_sec,parse_error,question,gold_answer,raw_response,evidence_quote,judge_raw_response,selected_session_ids,answer_session_ids
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,1,e47becba,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,2,53,2078,12370,True,1.566180017998704,,What degree did I graduate with?,Business Administration,I don't know.,"I've been tracking my progress with my new Fitbit Inspire HR, which I bought on February 15th - it's been really motivating me to move more!",no,"['sharegpt_yywfIrx_0', '85a1be56_1']",['answer_280352e9']
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,1,118b2229,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,45,1971,12375,True,3.0787773900010507,,How long is my daily commute to work?,45 minutes each way,I don't know,NOT_FOUND,no,['db73b7e4_4'],['answer_40a90d51']
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,1,51a45a95,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,4,50,1970,12386,True,1.171993685002235,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,NOT_FOUND,no,"['sharegpt_9MbC1u2_0', 'ultrachat_122409', 'ultrachat_174711', '4679a05c']",['answer_d61669c7']
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,2,e47becba,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,2,53,2078,12370,True,0.7131872399986605,,What degree did I graduate with?,Business Administration,I don't know,NOT_FOUND,no,"['sharegpt_yywfIrx_0', '85a1be56_1']",['answer_280352e9']
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,2,118b2229,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,45,1971,12375,True,2.6532914509989496,,How long is my daily commute to work?,45 minutes each way,I don't know,NOT_FOUND,no,['db73b7e4_4'],['answer_40a90d51']
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,2,51a45a95,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,4,50,1970,12386,True,0.7746693400004006,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,NOT_FOUND,no,"['sharegpt_9MbC1u2_0', 'ultrachat_122409', 'ultrachat_174711', '4679a05c']",['answer_d61669c7']
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,3,e47becba,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,2,53,2078,12370,True,0.7234089539997512,,What degree did I graduate with?,Business Administration,I don't know,NOT_FOUND,no,"['sharegpt_yywfIrx_0', '85a1be56_1']",['answer_280352e9']
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,3,118b2229,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,1,45,1971,12375,True,2.6245017439978255,,How long is my daily commute to work?,45 minutes each way,I don't know,NOT_FOUND,no,['db73b7e4_4'],['answer_40a90d51']
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,3,51a45a95,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,4,50,1970,12386,True,0.7416450249984337,,Where did I redeem a $5 coupon on coffee creamer?,Target,I don't know,NOT_FOUND,no,"['sharegpt_9MbC1u2_0', 'ultrachat_122409', 'ultrachat_174711', '4679a05c']",['answer_d61669c7']
2026-06-14T173702Z,structured_evidence_gpt54_s_first3_all,ollama_chat/llama3:latest,evidence_answer,structured,all,4,e47becba,single-session-user,False,gpt-5.4,codex-bridge,,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,,2,53,2078,12370,True,0.7309151700028451,,What degree did I graduate with?,Business Administration,I don't know,NOT_FOUND,no,"['sharegpt_yywfIrx_0', '85a1be56_1']",['answer_280352e9']
